,institution,major,degree,season,decisionfin,method,decdate,decdate_ts,gpa,grev,greq,greaw,status,date_add,date_add_ts,comment
152,University Of Pennsylvania,Mechanical Engineering And Applied Mechanics,PhD,Fall 2022,Rejected,,14-03-2022,1647187200,3.76,155.0,170.0,3.5,International,14-03-2022,1647187200,No interviews. Research area robotics. GRE not submitted. Masters GPA 3.93
153,University Of Pennsylvania,Mechanical Engineering And Applied Mechanics,PhD,Fall 2022,Rejected,,13-03-2022,1647100800,4.0,,168.0,,International,13-03-2022,1647100800,I am in the Robotics track.
154,Johns Hopkins University,Mechanical Engineering,PhD,Fall 2022,Interview,,,,,,,,International,12-03-2022,1647014400,**Ignore Interview** Has anybody heard from JHU Mechanical Engineering Ph.D.? Any acceptances or rejections? I saw a couple of MS acceptances last month. That's it.
155,University Of Cincinnati,Mechanical Engineering,PhD,Fall 2022,Wait listed,,,,3.52,,,,International,12-03-2022,1647014400,Ignore 'waitlist'. Did anyone hear back on their Mechanical Engineering PhD application after an interview. I had an interview in January. Yet to hear back.
156,Virginia Tech,Mechanical Engineering,PhD,Fall 2022,Accepted,,13-01-2022,1642003200,3.78,,,,International,11-03-2022,1646928000,"there was no funding, so I have to deal with my funding with my prospective professor"
157,University Of Colorado--Boulder,Mechanical Engineering,PhD,Fall 2022,Accepted,,11-03-2022,1646928000,3.78,,,,International,11-03-2022,1646928000,Interviewd & full funding
158,University Of Pennsylvania,Mechanical Engineering And Applied Mechanics,PhD,Fall 2022,Rejected,,11-03-2022,1646928000,,159.0,166.0,4.5,International,11-03-2022,1646928000,
159,SUNY Binghamton,Mechanical Engineering,PhD,Fall 2022,Accepted,,09-03-2022,1646755200,3.46,,,,International,10-03-2022,1646841600,"Have got RA confirmation from a professor. No GRE, IELTS 7, MS 3.4"
160,Rochester Institute Of Technology,Mechanical And Industrial Engineering,PhD,Fall 2022,Accepted,,14-02-2022,1644768000,3.49,161.0,158.0,,American,08-03-2022,1646668800,Made special effort to communicate with professors I would like to work with months before applying.
161,UC RIVERSIDE,Mechanical Engineering,PhD,Fall 2022,Accepted,,18-02-2022,1645113600,4.0,,,,American,08-03-2022,1646668800,
162,University Of Southern California,Mechanical Engineering,PhD,Fall 2022,Rejected,,08-03-2022,1646668800,3.98,167.0,169.0,4.5,American,08-03-2022,1646668800,
163,University Of Southern California,Mechanical Engineering,PhD,Fall 2022,Rejected,,08-03-2022,1646668800,3.86,,,,American,08-03-2022,1646668800,
164,Ohio State University,Mechanical Engineering,PhD,Fall 2022,Rejected,,08-03-2022,1646668800,3.75,,,,International,08-03-2022,1646668800,
165,Massachusetts Institute Of Technology,Mechanical Engineering,PhD,Fall 2022,Rejected,,15-02-2022,1644854400,3.58,,,,American,08-03-2022,1646668800,
166,"University of Colorado, Boulder",Mechanical Engineering,PhD,Fall 2022,Accepted,,01-02-2022,1643644800,3.58,,,,American,08-03-2022,1646668800,
167,North Carolina State University,Mechanical And Aerospace Engineering,PhD,Fall 2022,Accepted,,25-01-2022,1643040000,3.58,,,,American,08-03-2022,1646668800,
168,Rice University,Mechanical Engineering,PhD,Fall 2022,Wait listed,,,,,,,,International,07-03-2022,1646582400,Ignore the waitlist: Did anyone heard from them?? Complete Silence for me.
169,Old Dominion University,Mechanical Engineering,PhD,Fall 2022,Accepted,,07-03-2022,1646582400,9.99,,,,International,07-03-2022,1646582400,Finally I got my first admission letter for fall 2022. But I can't get any information regarding funds
170,Boston University,Mechanical Engineering,PhD,Fall 2022,Accepted,,28-02-2022,1645977600,3.94,,170.0,,International,07-03-2022,1646582400,
171,Boston University,Mechanical Engineering,PhD,Fall 2022,Accepted,,01-03-2022,1646064000,3.93,,,,International,06-03-2022,1646496000,Offered a fellowship.
172,Stanford University,Mechanical Engineering,PhD,Fall 2022,Accepted,,06-03-2022,1646496000,,,,,American,06-03-2022,1646496000,
173,"University Of California, Berkeley",Mechanical Engineering,PhD,Spring 2022,Wait listed,,,,,,,,International,06-03-2022,1646496000,"please ignore the waitlist. to they guy accepted in controls, congrats and would you please share your poi initials. please !"
174,Ohio State University,Mechanical Engineering,PhD,Fall 2022,Rejected,,04-03-2022,1646323200,,,,,International,04-03-2022,1646323200,
175,"University Of California, Berkeley",Mechanical Engineering,PhD,Fall 2022,Accepted,,04-03-2022,1646323200,,,,,International,04-03-2022,1646323200,Interview at mid-Jan. Not invited to preview day. Accept from research area on Control.
176,"University Of California, Berkeley",Mechanical Engineering,PhD,Fall 2022,Accepted,,03-03-2022,1646236800,,,,,American,03-03-2022,1646236800,
177,Princeton University,Mechanical And Aerospace Engineering,PhD,Fall 2022,Rejected,,02-02-2022,1643731200,,,,,International,03-03-2022,1646236800,
178,University Of Minnesota,Mechanical Engineering,PhD,Fall 2022,Wait listed,,,,3.82,,,,International,03-03-2022,1646236800,Anyone heard anything from the program again? All Iâ€™ve had is radio silence.
179,Boston University,Mechanical Engineering,PhD,Fall 2022,Rejected,,02-03-2022,1646150400,3.7,,,,International,03-03-2022,1646236800,
180,Northern Arizona University,Mechanical Engineering,PhD,Fall 2022,Accepted,,03-03-2022,1646236800,3.87,,,,International,03-03-2022,1646236800,
181,Boston University,Mechanical Engineering,PhD,Fall 2022,Wait listed,,,,3.67,,,,International,02-03-2022,1646150400,Ignore the waitlist. Can anyone maybe tell me why I havent heard a single thing from them? I have seen acceptances and rejections over here for the program but nothing for me. Not even a waitlist notification.
182,"University Of California, San Diego",Mechanical Engineering,PhD,Fall 2022,Wait listed,,,,,,,,International,02-03-2022,1646150400,Ignore the waitlist. Has anybody heard from them? Dead silence for me :(
183,University Of Texas At Austin,Mechanical Engineering,PhD,Fall 2022,Wait listed,,,,,,,,International,01-03-2022,1646064000,Not Waitlist. Did UT Austin finish sending out all decisions? I've been trying to contact them but with no reply.
184,University of Michigan (Ann Arbor),Mechanical Engineering,PhD,Fall 2022,Accepted,,01-03-2022,1646064000,3.88,,,,International,01-03-2022,1646064000,Finally.
185,Northwestern University,Mechanical Engineering,PhD,Fall 2022,Wait listed,,,,,,,,International,01-03-2022,1646064000,"Well, I think they have held a lot of people on their waiting list without notifying their applicants since the campus visit will be on Mar 11. Applying to this program is really a waste of my time. I am going to accept another offer from a better program."
186,Rensselaer Polytechnic Institute,Mechanical Engineering,PhD,Fall 2022,Accepted,,04-02-2022,1643904000,3.52,,,,International,01-03-2022,1646064000,
187,University of Michigan (Ann Arbor),Mechanical Engineering,PhD,Fall 2022,Accepted,,01-03-2022,1646064000,,,,,International,01-03-2022,1646064000,
188,Rensselaer Polytechnic Institute,Mechanical Engineering,PhD,Fall 2022,Accepted,,25-02-2022,1645718400,3.52,149.0,161.0,4.0,International,28-02-2022,1645977600,Full funding for first 3 years with graduate teaching assistantship. Will likely accept
189,West Virginia University,Mechanical Engineering,PhD,Fall 2022,Accepted,,15-02-2022,1644854400,3.52,149.0,161.0,4.0,International,28-02-2022,1645977600,"Received email from graduate admissions coordinator of Statler college. Apparently, I might need to mail in official transcripts before  I can get funding info. Will be rejecting."
190,University of Michigan (Ann Arbor),Mechanical Engineering,PhD,Fall 2022,Accepted,,16-02-2022,1644940800,3.52,149.0,161.0,4.0,International,28-02-2022,1645977600,"""Congratulations! I am pleased to notify you of your acceptance into the Mechanical Engineering - Engineering Mechanics Doctoral program for Fall 2022. You are a self-supported student."" Will be rejecting because I'm not self-supported as claimed"
191,Yale University,Mechanical Engineering,PhD,Fall 2022,Rejected,,28-02-2022,1645977600,,,,,International,28-02-2022,1645977600,"Emailed POI before, he said to talk later, then never replied to my email.
Just a rejection.
Finally Rejected"
192,University of Michigan (Ann Arbor),Mechanical Engineering,PhD,Fall 2022,Accepted,,28-02-2022,1645977600,3.85,156.0,161.0,4.0,International,28-02-2022,1645977600,"Email notification of application update just now. Saw the acceptance on the website but with ZERO funding.
""Congratulations! I am pleased to notify you of your acceptance into the Mechanical Engineering - Engineering Mechanics Doctoral program for Fall 2022.   You are a self-supported student.""
How am I expected to pay for a Ph.D.? Good that I have other offers."
193,California Institute of Technology,Mechanical Engineering,PhD,Fall 2022,Rejected,,28-02-2022,1645977600,4.0,,,,International,28-02-2022,1645977600,
194,The Ohio State University,Mechanical Engineering,PhD,Fall 2022,Accepted,,27-02-2022,1645891200,,,,,American,27-02-2022,1645891200,
195,Cornell University,Mechanical Engineering,PhD,Fall 2022,Rejected,,27-02-2022,1645891200,,,,,International,27-02-2022,1645891200,
196,University Of Notre Dame,Mechanical And Aerospace Engineering,PhD,Fall 2022,Accepted,,27-01-2022,1643212800,3.72,,,,American,26-02-2022,1645804800,
197,University Of Tennessee-Knoxville,Mechanical Engineering,PhD,Fall 2022,Rejected,,05-02-2022,1643990400,3.56,144.0,164.0,3.0,International,26-02-2022,1645804800,Got rejected due to low GPA (3.179) in my masters.
198,University Of Minnesota,Mechanical Engineering,PhD,Fall 2022,Accepted,,25-02-2022,1645718400,,,,,International,25-02-2022,1645718400,
199,North Carolina State University,Mechanical Engineering,PhD,Fall 2022,Rejected,,25-02-2022,1645718400,3.85,,,,International,25-02-2022,1645718400,2 journal papers and 2 conference papers. Very much disappointed.
200,Ohio State University,Mechanical And Aerospace Engineering,PhD,Fall 2022,Accepted,,19-01-2022,1642521600,,,,,International,25-02-2022,1645718400,Recently awarded fellowship on 22nd Feb
201,North Carolina State University,Mechanical Engineering,PhD,Fall 2022,Rejected,,24-02-2022,1645632000,3.74,,,,International,24-02-2022,1645632000,Disappointed.
202,University Of Delaware,Mechanical Engineering,PhD,Fall 2022,Accepted,,24-02-2022,1645632000,3.68,,164.0,,International,24-02-2022,1645632000,Fully Funded
203,University Of Pennsylvania,Mechanical Engineering,PhD,Fall 2022,Interview,,,,,,,,International,23-02-2022,1645545600,
204,University of Michigan (Ann Arbor),Mechanical Engineering,PhD,Fall 2022,Accepted,,22-02-2022,1645459200,,,,,International,23-02-2022,1645545600,Didn't submit GRE. Had an interview with poi in Nov.
205,Arizona State University,Mechanical Engineering,PhD,Fall 2022,Accepted,,23-02-2022,1645545600,3.85,156.0,161.0,4.0,International,23-02-2022,1645545600,Just saw the admission notification on the website. I can't yet view the letter (told to wait 1-2 days) and I don't know yet if funding is being offered.
206,University Of Delaware,Mechanical Engineering,PhD,Fall 2022,Accepted,,22-02-2022,1645459200,3.85,155.0,168.0,4.0,International,22-02-2022,1645459200,So happy :) 3rd admit! 3a/2r/7p. Notified via email to check status update. Funding offer awaited tho!
207,"University Of California, Berkeley",Mechanical Engineering,PhD,Fall 2022,Accepted,,21-02-2022,1645372800,,,,,International,21-02-2022,1645372800,"Got a phone call from POI and he said the official offer will come in the next few days. Had an interview one month ago, didn't have a campus visit."
208,"University Of California, Berkeley",Mechanical Engineering,PhD,Fall 2022,Accepted,,21-02-2022,1645372800,,,,,International,21-02-2022,1645372800,"Got a phone call from POI and he said the official offer will come in the next few days. Had an interview one month ago, didn't have a campus visit."
209,University Of Pennsylvania,Mechanical Engineering,PhD,Fall 2022,Rejected,,21-02-2022,1645372800,,,,,International,21-02-2022,1645372800,Received email asking to check portal for decision. Seems like an automated mail indicating rejections were sent out in mass numbers
210,Stanford University,Mechanical Engineering,PhD,Fall 2022,Accepted,,19-02-2022,1645200000,3.84,,,,American,21-02-2022,1645372800,
211,Stanford University,Mechanical Engineering,PhD,Fall 2022,Accepted,,18-02-2022,1645113600,4.0,,,,American,21-02-2022,1645372800,
212,Stanford University,Mechanical Engineering,PhD,Fall 2022,Accepted,,18-02-2022,1645113600,3.98,,,,International,20-02-2022,1645286400,3 interviews about 2 weeks ago. Decision through email. 1st-year departmental fellowship.
213,University Of Minnesota,Mechanical Engineering,PhD,Fall 2022,Rejected,,19-02-2022,1645200000,3.67,,,,International,19-02-2022,1645200000,"I emailed the department and was told that all acceptances have been sent and they donâ€™t intend to send out a second round of admissions. They will only happen if enough people from the first round donâ€™t accept their offers. Also told me that in recent years that has never happened, and theyâ€™ve only ever had to send the first round. So itâ€™s a rejection for anyone who hasnâ€™t received an acceptance yet."
214,Stanford University,Mechanical Engineering,PhD,Fall 2022,Accepted,,19-02-2022,1645200000,3.85,,,,American,19-02-2022,1645200000,"after 3 interviews, got results via email! 1st year departmental fellowship"
215,Stanford University,Mechanical Engineering,PhD,Fall 2022,Accepted,,19-02-2022,1645200000,4.0,,,,International,19-02-2022,1645200000,
216,Ohio State University,Mechanical Engineering,PhD,Fall 2022,Accepted,,18-02-2022,1645113600,,,,,International,18-02-2022,1645113600,
217,University Of Delaware,Mechanical Engineering,PhD,Fall 2022,Accepted,,18-02-2022,1645113600,3.66,150.0,160.0,3.0,International,18-02-2022,1645113600,
218,University Of Delaware,Mechanical Engineering,PhD,Fall 2022,Accepted,,18-02-2022,1645113600,3.66,150.0,149.0,3.0,International,18-02-2022,1645113600,
219,California Institute of Technology,Mechanical Engineering,PhD,Fall 2022,Accepted,,18-02-2022,1645113600,,,,,American,18-02-2022,1645113600,After visit day and three faculty interviews!
220,California Institute of Technology,Mechanical Engineering,PhD,Fall 2022,Accepted,,18-02-2022,1645113600,4.0,,,,American,18-02-2022,1645113600,Acceptance came a week after the virtual visit day
